BI;sp_TransferiListaJob
dbo;TH_ExperienciaLaboral_Report
dbo;TH_GetCausacionVacaciones
dbo;TH_GetLogPersonas
dbo;TH_Hijos_Add
dbo;TH_Hijos_Del
dbo;TH_Hijos_Get
dbo;TH_Hijos_Report
dbo;TH_HojasVida_Add
dbo;TH_HojasVida_Entrevistas_Add
dbo;TH_HojasVida_Entrevistas_Delete
dbo;TH_HojasVida_Entrevistas_Get
dbo;TH_HojasVida_ExperienciasLaborales_Add
dbo;TH_HojasVida_ExperienciasLaborales_Del
dbo;TH_HojasVida_ExperienciasLaborales_Get
dbo;TH_HojasVida_Get
dbo;TH_HojasVida_Keywords_Add
dbo;TH_HojasVida_Keywords_Delete
dbo;TH_HojasVida_Profesiones_Get
dbo;TH_HojasVida_Update
dbo;TH_HojaVida_Add
dbo;TH_HojaVida_Del
dbo;TH_HojaVida_Edit
dbo;TH_HojaVida_Get
dbo;TH_HojaVida_GetIdentificacion
dbo;TH_HWH_AprobacionManager_Get
dbo;TH_Idiomas_Add
dbo;TH_Idiomas_Del
dbo;TH_Idiomas_Edit
dbo;TH_Idiomas_Get
dbo;TH_Jefes_Get
dbo;TH_JobFunctions_Get
dbo;TH_Levels_Get
dbo;TH_Localidades_Get
dbo;TH_LogContratistaGet
dbo;TH_LogContratistasAdd
dbo;TH_LogPersonasAdd
dbo;TH_LogPersonasContratistasAdd
dbo;TH_LogTeleTrabajoAdd
dbo;TH_ModalidadesEducacion_Get
dbo;TH_MotivosCambioSalario_Get
dbo;TH_NivelCargo_Get
dbo;TH_NivelesIdiomas_Get
dbo;TH_NivelEstudio_Get
dbo;TH_PaisGet
dbo;TH_Parentescos_Get
dbo;TH_ParticipantesCapacitacionesNoAprobaron
dbo;TH_ParticipantesCapacitacionesRefuerzo
dbo;TH_Personas_Edit
dbo;TH_Personas_Get
dbo;TH_PersonasContratistaUpdateEstado
dbo;TH_PersonasGET
dbo;TH_PersonasXTipoContratoGET
dbo;TH_PersonaXTipoContratacionGet
dbo;TH_Profesiones_Get
dbo;TH_Promociones_Add
dbo;TH_Promociones_Del
dbo;TH_Promociones_Get
dbo;TH_REP_Ausentismo
dbo;TH_REP_Beneficios
dbo;TH_REP_Incapacidades
dbo;TH_REP_SolicitudesPendientesAprobacion
dbo;TH_REP_StatusVacaciones
dbo;TH_REP_VacacionesDetallado
dbo;TH_REP_VacacionesNomina
dbo;TH_REPCambiosContratacion
dbo;TH_Reporte_PST_CT
dbo;TH_ReportePSTSinProduccionXFecha
dbo;TH_Salarios_Add
dbo;TH_Salarios_Del
dbo;TH_Salarios_Get
dbo;TH_ServicioContratistaGet
dbo;TH_ServiciosContratistasCuentasContables_Get
dbo;TH_Sexo_Get
dbo;TH_SolicitudAusenciaAnular
dbo;TH_STGAdd
dbo;TH_STGGet
dbo;TH_STGUpdate
dbo;TH_TeletrabajoAdd
dbo;TH_TeletrabajoGet
dbo;TH_TeleTrabajoJefeXId
dbo;TH_TeleTrabajoJefeXJefe
dbo;TH_TeletrabajoUpdate
dbo;TH_TiempoExperiencia_Get
dbo;TH_TiemposContrato_Get
dbo;TH_TipoIdentificacion_Get
dbo;TH_TiposContratacion_Get
dbo;TH_TiposEducacion_Get
dbo;TH_TiposSalario_Get
dbo;TH_ValidarSolicitudAusencia
dbo;TH_WORK_VACACIONESCOLECTIVAS2024
dbo;TH_WORK_VACACIONESCOLECTIVAS2025
dbo;TH_WORK_VACACIONESCOLECTIVASAGOSTO2025
dbo;uploadFile
dbo;US_CorreoAnulacionEncuestas
dbo;US_CorreosAnuncioAprobacion
dbo;US_CorreosAnuncioAprobacionConValor
dbo;US_CorreosAnuncioAprobacionSinValor
dbo;US_CorreosGerenteOpXProyecto
dbo;US_CorreosGerenteOpXTrabajo
dbo;US_CorreosPresupuestos
dbo;US_CorreosTrabajos_PreyEsp
dbo;US_GruposPermisos_Add
dbo;US_GruposPermisos_Del
dbo;US_GruposPermisos_Edit
dbo;US_GruposPermisos_Get
dbo;US_GruposPermisos_GetCombo
dbo;US_GrupoUnidad_Add
dbo;US_GrupoUnidad_Del
dbo;US_GrupoUnidad_Edit
dbo;US_GrupoUnidad_Get
dbo;US_GrupoUnidad_GetCombo
dbo;US_Permisos_Add
dbo;US_Permisos_Del
dbo;US_Permisos_Edit
dbo;US_Permisos_Get
dbo;US_Permisos_GetCombo
dbo;US_PermisosUsuarios_Add
dbo;US_PermisosUsuarios_Del
dbo;US_PermisosUsuarios_Edit
dbo;US_PermisosUsuarios_Get
dbo;US_PermisosxIdUsuario_Get
dbo;US_PermisosXUsuario_Get
dbo;US_Roles_Add
dbo;US_Roles_Del
dbo;US_Roles_Edit
dbo;US_Roles_Get
dbo;US_Roles_GetCombo
dbo;US_RolesPermisos_Add
dbo;US_RolesPermisos_Del
dbo;US_RolesPermisos_Edit
dbo;US_RolesPermisos_Get
dbo;US_RolesUsuarios_Add
dbo;US_RolesUsuarios_Del
dbo;US_RolesUsuarios_Edit
dbo;US_RolesUsuarios_Get
dbo;US_RolesXUsuario_Get
dbo;US_TipoGrupoUnidad_Add
dbo;US_TipoGrupoUnidad_Del
dbo;US_TipoGrupoUnidad_Edit
dbo;US_TipoGrupoUnidad_Get
dbo;US_TipoGrupoUnidad_Get_Nombre
dbo;US_TipoGrupoUnidad_GetCombo
dbo;US_TodasUnidades_GetCombo
dbo;US_Unidad_Get_Combo
dbo;US_Unidades_Add
dbo;US_Unidades_Del
dbo;US_Unidades_Edit
dbo;US_Unidades_Get
dbo;US_Unidades_Get_All
dbo;US_Unidades_GetCombo
dbo;US_UnidadesXUsuario_Get
dbo;US_Usuarios_Add
dbo;US_Usuarios_Del
dbo;US_Usuarios_Edit
dbo;US_Usuarios_Edit_Password
dbo;US_Usuarios_Get
dbo;US_Usuarios_Get_Combo
dbo;US_Usuarios_Get_xGrupoUnidadxRol
dbo;US_Usuarios_Get_xRol
dbo;US_Usuarios_Get_xRolxPropuesta
dbo;US_Usuarios_Get_xUnidad
dbo;US_Usuarios_Get_xUnidadxRol
dbo;US_Usuarios_Get_xUnidadxRolNombre
dbo;US_Usuarios_GetLogin
dbo;US_Usuarios_GetMail
dbo;US_UsuariosAnyParameter_Get
dbo;US_UsuariosAsignadosAlPermiso
dbo;US_UsuariosCargueProduccionGet
dbo;US_UsuariosGrupoUnidad_Get
dbo;US_UsuariosModeradoresCualitativos
dbo;US_UsuariosReclutadoresCualitativos
dbo;US_UsuariosTranscriptoresCualitativos
dbo;US_UsuariosUnidades_Add
dbo;US_UsuariosUnidades_Del
dbo;US_UsuariosUnidades_Get
dbo;US_UsuariosXUnidadesXRol_Get
dbo;US_UsuarioTieneRol
dbo;UU_Moderador_Get
dbo;UU_PlanillaInformes_Get_ById
dbo;UU_PlanillaInformes_Save
dbo;UU_PlanillaInformes_UpdateStatus
dbo;UU_PlanillaModeracion_Get_ById
dbo;UU_PlanillaModeracion_Save
dbo;UU_PlanillaModeracion_UpdateStatus
dbo;UU_PlanillasInformesToExport
dbo;UU_PlanillasModeracionToExport
dbo;UU_PlanillasRegistros_Get
dbo;UU_Tecnicas_Get
dbo;VerificarPermisoUsuario
dbo;VerificarRolUsuario
dbo;VerificarUsuario
dbo;WORK_ActualizacionCostosMystery
